id,courseId,title,summary,order,videoUrl,durationSec,isPublished,isFree,testId,thumbnailUrl
nisa-3,nisa,死亡・離婚したときのNISAってどうなる？,NISAは非課税で資産形成ができる便利な制度ですが、死亡や離婚などの場面では特有の扱いがあります。このレッスンでは、相続や財産分与の流れを学び、非常時にも安心して資産を守れる知識を身につけられます。学ぶことで、家族や将来に備えた正しい準備ができます。,3,https://vimeo.com/1118088579/b71508602f,,TRUE,FALSE,nisa-3,
ideco-1,ideco,iDeCoのメリット・デメリット,iDeCoは老後資金を自分で積み立てられる制度で、節税効果や運用益の非課税といった魅力があります。一方で60歳まで引き出せない制約や元本割れのリスク、受け取り時の課税といった注意点も存在します。このレッスンでは、そのメリットとデメリットを整理し、賢く活用するための理解を深められます。,1,https://vimeo.com/1118088625/3b85605b79,,TRUE,FALSE,ideco-1,
ideco-2,ideco,結局iDeCoやる？やらない？,iDeCoは節税や資産形成に役立ちますが、立場によってメリット・デメリットが異なります。このレッスンでは、自営業者・主婦・会社員それぞれの注意点を整理し、自分に合うかを判断する視点を学べます。学ぶことで「やる？やらない？」の答えを自分で導き出せる力が身につきます。,2,https://vimeo.com/1118088683/0b978d8c75,,TRUE,FALSE,ideco-2,
social_security-1,social_security,社会保障制度と賢くに付き合う心構え,毎月の支出を見直す第一歩は固定費です。このレッスンでは、生命保険の考え方や「混ぜるな危険」の視点を学び、公的制度と民間保険をどう使い分けるかを理解できます。学ぶことで、無駄な支出を減らし、社会保障を賢く活用しながら将来に備える力を養えます。,1,,,TRUE,TRUE,social_security-1,
social_security-2,social_security,知って得する社会保障 ①,社会保障制度は「みんなで支え合う」仕組みで、病気や老後、失業など生活のリスクを幅広く支えています。このレッスンでは、制度を支える税金と保険料の仕組みや4つの柱、特に身近な社会保険の基本を解説。学ぶことで、自分がどんな保障を受けられるのかを理解し、安心できる暮らしの土台を築けます。,2,,,TRUE,TRUE,social_security-2,
social_security-3,social_security,知って得する社会保障 ②,医療保険は私たちに最も身近な社会保障の一つです。このレッスンでは、会社員・自営業・公務員など立場ごとの加入先の違いや、保険料の仕組み、加入・切替時の手続きまでを解説します。学ぶことで、自分に合った制度を理解し、安心して医療保障を受けるための基礎知識を身につけられます。,3,,,TRUE,FALSE,social_security-3,
social_security-4,social_security,知って得する社会保障 ③,社会保障制度の中でも、労災保険・雇用保険・介護保険は働く人や高齢者に直結する重要な仕組みです。このレッスンでは、それぞれの保障内容や給付の種類、手続き方法を整理し、生活を守る制度を理解できます。学ぶことで、予期せぬ事態や将来に備え、安心できる暮らしの準備を整えられます。,4,,,TRUE,FALSE,social_security-4,
economics-1,economics,金融基礎と金利の徹底解説,金融とはお金の貸し借りの仕組みであり、金利は景気や物価と深く結びついています。このレッスンでは、金融と金利の基本から、景気を調整する金融政策、そして日本のマイナス金利終了後の動向までをわかりやすく解説。学ぶことで、家計管理や投資判断に役立つ視点を身につけられます。,1,https://vimeo.com/1118088731/fc382066a3,,TRUE,FALSE,economics-1,
economics-2,economics,これぞ！経済の読み解き方！,経済の状況を理解するには指標を正しく読み解くことが大切です。このレッスンではGDPや景気動向指数、物価指数など基本的な経済指標をわかりやすく解説します。学ぶことでニュースの数字を自分の判断に活かせるようになり、住宅購入や就職、資産形成の戦略に役立てられます。,2,https://vimeo.com/1118088794/ceca77206e,,TRUE,FALSE,economics-2,
economics-3,economics,知ってほしい！日銀の役割！,日銀は日本の金融の中枢として通貨の安定や金融政策を担っています。このレッスンでは、日銀の役割や公開市場操作の仕組みを学び、金利や資金供給が経済に与える影響を理解できます。学ぶことで、ニュースで流れる金融政策を自分の生活や資産形成に結びつけて考える力が身につきます。,3,https://vimeo.com/1118088844/25eabb4510,,TRUE,FALSE,economics-3,
economics-4,economics,増やすだけではない！？資産の守り方,資産形成では増やすだけでなく守ることも欠かせません。このレッスンでは、金利の種類や金融商品の特徴、ライセンス制度やセーフティネットの仕組みを学び、信頼できる業者選びやリスク管理の視点を養えます。学ぶことで、安心して資産を預け、将来に備えるための基礎を築けます。,4,https://vimeo.com/1118088887/dca1f7196e,,TRUE,FALSE,economics-4,
asset_formation-1,asset_formation,理想の資産形成とは,資産形成はゼロから貯める段階と運用で増やす段階の2ステップがあります。このレッスンでは、FIREの考え方や長期思考の重要性を学び、支出の見直し・収入アップ・運用の3つの実践ポイントを整理します。学ぶことで、無理なく続けられる資産形成の道筋を描け、将来の安心へとつなげられます。,1,https://vimeo.com/1118088928/ee0bf22118,,TRUE,FALSE,asset_formation-1,
asset_formation-2,asset_formation,単利と複利について,単利と複利の違いを理解することは資産形成の基本です。このレッスンでは、利息が元本だけにつく単利と、利息が利息を生む複利を比較し、その効果を具体例で解説します。学ぶことで、時間を味方につけた積立投資の強みを実感し、賢い資産形成の第一歩を踏み出せます。,2,https://vimeo.com/1118273390/806a663ad7,,TRUE,FALSE,asset_formation-2,
asset_formation-3,asset_formation,ドルコスト平均法,投資は価格変動がつきものですが、ドルコスト平均法を活用すればリスクを抑えて長期的に資産形成が可能です。このレッスンでは、一定金額を定期的に投資する仕組みやメリットを学び、平均購入単価を下げながら安定的に利益を狙う方法を理解できます。学ぶことで、変動に動じない投資習慣を身につけられます。,3,https://vimeo.com/1118273410/a408eb8980,,TRUE,FALSE,asset_formation-3,
pension1-1,pension1,年金制度について,年金制度は老後だけでなく、障害や遺族の生活を支える重要な仕組みです。このレッスンでは、公的年金と私的年金の違い、国民年金や厚生年金の仕組み、免除制度や給付内容をわかりやすく解説します。学ぶことで、自分に合った制度を理解し、将来に備えた安心の基盤を整える力を養えます。,1,,,TRUE,FALSE,pension1-1,
pension1-2,pension1,老後の年金はどう受け取るの？,年金は老後の生活を支える重要な制度で、受け取り方によって将来の収入が変わります。このレッスンでは、老齢基礎年金・老齢厚生年金の仕組みや特別支給、加給年金などを整理し、繰上げ・繰下げ受給のメリットや注意点を学べます。学ぶことで、自分に合った年金の受け取り方を考える力を養えます。,2,,,TRUE,FALSE,pension1-2,
pension1-3,pension1,働けなくなったときの国の保障,病気やケガで働けなくなったとき、生活を支えるのが障害年金です。このレッスンでは、障害基礎年金と障害厚生年金の仕組みや受給条件、等級ごとの金額を解説します。学ぶことで、生活費をどの程度保障できるのかを理解し、不足分をどう補うかを考える視点を養えます。,3,,,TRUE,FALSE,pension1-3,
pension1-4,pension1,遺族年金の受け取り方,遺族年金は、家族を失ったとき残された人の生活を守る大切な制度です。このレッスンでは、遺族基礎年金・遺族厚生年金の仕組みや受給条件、寡婦年金や死亡一時金との違いを解説します。学ぶことで、いざという時にどんな保障があるのかを理解し、家族を支える備えができます。,4,,,TRUE,FALSE,pension1-4,
pension2-1,pension2,知っておきたい企業年金,老後の生活を支えるには公的年金だけでなく、企業年金の仕組みを理解することも大切です。このレッスンでは、確定給付型・確定拠出型の特徴や違い、企業型DCやiDeCoとの関係を整理します。学ぶことで、自分の働き方に合った年金制度を理解し、税制優遇を活かした賢い資産形成の方法を見つけられます。,1,,,TRUE,FALSE,pension2-1,
pension2-2,pension2,やっておきたい個人年金,iDeCoは老後資金を自分で積み立て、運用する個人型確定拠出年金です。このレッスンでは、加入条件や商品選びのポイント、元本確保型と変動型の違い、手数料や移管手続きの注意点を解説します。学ぶことで、自分に合った制度を正しく活用し、安心できる将来設計を描く力を身につけられます。,2,,,TRUE,FALSE,pension2-2,
financial_products-1,financial_products,まずはこれ見て！金融商品（株式編）,株式投資は資産を増やす代表的な手段のひとつです。このレッスンでは、株式の仕組みや売買方法、株価指数の見方に加え、PERやPBR、ROEなど投資判断に役立つ指標をわかりやすく解説します。学ぶことで、株式投資の基礎を理解し、数字をもとにした冷静な判断ができる力を養えます。,1,https://vimeo.com/1118273436/fd01bd8b51,,TRUE,FALSE,financial_products-1,
financial_products-2,financial_products,まずはこれ見て！金融商品（債券・預貯金編）,債券や預貯金は資産運用の基本ですが、仕組みやリスクを理解せずに選ぶと損をする可能性もあります。このレッスンでは、国債・社債・外国債などの特徴や利回りの仕組み、信用リスク、そして預貯金商品の種類を解説。学ぶことで、安全性と収益性を踏まえた賢い資産の守り方と増やし方を身につけられます。,2,https://vimeo.com/1118273470/023769ccde,,TRUE,FALSE,financial_products-2,
financial_products-3,financial_products,まずはこれ見て！金融商品（投資信託編）,投資信託は専門家が資金をまとめて運用する仕組みで、初心者にも身近な金融商品です。このレッスンでは、仕組みや手数料、株式型や債券型などの種類、パッシブ運用とアクティブ運用の違いを解説。さらに目論見書や運用報告書の読み方も紹介し、自分に合ったファンドを選ぶ力を養えます。,3,https://vimeo.com/1118273497/8021eec49c,,TRUE,FALSE,financial_products-3,
financial_products-4,financial_products,まずはこれ見て！金融商品（外貨商品・その他編）,外貨商品やデリバティブ商品は高い可能性と同時にリスクも伴います。このレッスンでは、外貨預金・外貨建て保険・MMFなどの特徴や注意点を解説し、さらに先物・オプション・スワップといった金融派生商品の仕組みも紹介します。学ぶことで、為替や価格変動に左右されない資産形成の視点を身につけられます。,4,https://vimeo.com/1118273512/fdb27c7cb9,,TRUE,FALSE,financial_products-4,
insurance_basics-1,insurance_basics,保険業界の全体像,保険業界は生命保険と損害保険に大別され、契約者同士の相互扶助の仕組みで成り立っています。このレッスンでは、日系・外資系・独立系の特徴や保険会社と代理店の違い、住宅ローンに関わる団信、生命保険の税制優遇や相続対策までを整理。学ぶことで、自分の目的に合った保険を選ぶ視点を身につけられます。,1,https://vimeo.com/1118273536/10836847b7,,TRUE,TRUE,insurance_basics-1,
insurance_basics-2,insurance_basics,保険との賢い付き合い方,保険は資産形成段階では万が一に備える大切な手段ですが、十分な資産があれば不要になることもあります。このレッスンでは、貯金と保険の違いや高額療養費制度など公的保障との関係を解説。学ぶことで、本当に必要な保障を見極め、無駄な保険料を抑えながら賢くリスクに備える考え方を身につけられます。,2,https://vimeo.com/1118273566/716576b57a,,TRUE,FALSE,insurance_basics-2,
insurance_basics-3,insurance_basics,保険商品の仕組み,保険は家計に大きく関わる「守り」の仕組みです。このレッスンでは、契約者・被保険者・受取人の役割や保険料の内訳、払込猶予や復活制度、解約返戻金・払済保険・延長保険などの仕組みを整理します。学ぶことで、保険の本質を理解し、自分に合った保障を維持しながら資産形成とバランスを取る力を養えます。,3,,,TRUE,FALSE,insurance_basics-3,
insurance_products-1,insurance_products,保険の理解（生命保険）,生命保険を「なんとなく」で選んでいませんか？複雑に思える保険の基本、「定期」と「終身」の違いをスッキリ解説します。自分や家族に必要な保障を見極め、自信を持って保険を選んだり、見直したりできるようになります。,1,,,TRUE,FALSE,insurance_products-1,
insurance_products-2,insurance_products,保険の理解（医療保険・貯蓄型保険）,医療保険は入院や手術の費用をカバーし、がんや女性特有の病気に備える特約も選べます。貯蓄型保険には養老保険や学資保険があり、保障と資産準備を兼ねます。このレッスンでは、それぞれの仕組みや注意点を整理し、自分に合った保険を見極める視点を養えます。,2,,,TRUE,FALSE,insurance_products-2,
insurance_products-3,insurance_products,保険の理解（損害保険）,損害保険は自動車事故や災害時に補償を受けられる仕組みです。このレッスンでは、保険金額・保険価額・損害保険金の関係や全部保険・一部保険・超過保険の違いを解説。さらに免責の仕組みも学び、自己負担と保険料のバランスを考えた賢い加入判断ができるようになります。,3,,,TRUE,FALSE,insurance_products-3,
insurance_products-4,insurance_products,保険の理解（自動車保険）,自動車保険は強制加入の自賠責と任意保険の2種類があります。このレッスンでは、自賠責でカバーできない物損や自身の補償を任意保険でどう補うかを解説。対人対物保険や車両保険の仕組みや等級制度の特徴を学び、自分に合った補償を選ぶ判断力を養えます。,4,,,TRUE,FALSE,insurance_products-4,
insurance_products-5,insurance_products,保険の理解（住宅関係の保険）,住宅関係の保険は火災・総合・地震の3種類があります。このレッスンでは、補償内容の違いや新価と時価による保険金額の設定、地震保険の仕組みを整理。さらに賃貸向けの借家人賠償責任保険にも触れ、持ち家と賃貸それぞれに必要な補償を見極める視点を養えます。,5,,,TRUE,FALSE,insurance_products-5,
insurance_products-6,insurance_products,保険の理解（傷害保険・賠償保険）,突然のケガで働けなくなったら？自転車事故を起こしてしまったら？そんな日常に潜む「もしも」に備える保険の世界を覗いてみましょう。あなたの保険証券に、実はもう入っているお宝のような補償が見つかるかもしれません。,6,,,TRUE,FALSE,insurance_products-6,
tax-1,tax,税金の基礎,税金は社会を支える資金源で、国税と地方税、直接税と間接税など多くの種類があります。このレッスンでは、税金の歴史や役割、納め方の仕組みを整理し、非課税制度も紹介します。学ぶことで、身近な税金の仕組みを理解し、暮らしや資産形成に役立てる視点を身につけられます。,1,https://vimeo.com/1118273592/3868b98d00,,TRUE,TRUE,tax-1,
tax-2,tax,会社員と税金,会社員の給料から引かれる税金には所得税や住民税があり、源泉徴収や年末調整で精算されます。このレッスンでは、収入と所得の違い、累進課税制度や給与所得控除、退職所得の優遇、住民税の仕組みを整理。学ぶことで、節税の基本を理解し、ムダを防ぐ視点を養えます。,2,https://vimeo.com/1118347773/bbf83a8143,,TRUE,TRUE,tax-2,
tax-3,tax,その他の所得税,給与や退職金以外にも不動産所得、事業所得、一時所得、雑所得、配当や譲渡所得など多様な課税ルールがあります。このレッスンではそれぞれの仕組みや控除、申告方法を整理。副業や資産運用に関わる税金を理解し、思わぬ追徴課税を防ぎながら賢く対応する力を養えます。,3,https://vimeo.com/1118347809/38fa741e8c,,TRUE,FALSE,tax-3,
tax-4,tax,金融商品と税金,金融商品で得た利益には必ず税金が関わります。このレッスンでは、預貯金や債券・株式・投資信託・外貨商品・保険・年金・損害保険にかかる課税の仕組みを整理。控除や非課税制度も学び、申告が必要かどうかを判断できる知識を身につけます。学ぶことで損を防ぎ、賢く資産を守れます。,4,https://vimeo.com/1118347830/621c977248,,TRUE,FALSE,tax-4,
tax_return-1,tax_return,知って損はない！所得控除,所得控除は税負担を軽くする仕組みで、医療費控除や社会保険料控除、配偶者控除、扶養控除など多様です。このレッスンでは代表的な控除の内容や条件を整理し、ふるさと納税や基礎控除も含めて解説。学ぶことで、自分に使える制度を理解し、賢く節税に活かす視点を養えます。,1,https://vimeo.com/1118347855/3bb09e6508,,TRUE,FALSE,tax_return-1,
tax_return-2,tax_return,知って損はない！税金控除,税額控除は税額そのものを減らせる制度で、節税効果が高い仕組みです。このレッスンでは、配当控除や住宅ローン控除の条件と仕組みを整理し、さらに損益通算の活用方法を解説。学ぶことで、自分に適用できる制度を理解し、税負担を抑えて賢く資産形成につなげる視点を養えます。,2,,,TRUE,FALSE,tax_return-2,
tax_return-3,tax_return,確定申告の仕方,確定申告は1年間の所得を計算し、税金を申告する手続きです。このレッスンでは、対象者の条件や白色・青色申告の違い、必要書類と入手方法、提出手段を整理。E-taxによる控除や最新制度も紹介し、会社員や自営業者がスムーズに申告できる知識を身につけられます。,3,,,TRUE,FALSE,tax_return-3,
life_planning-1,life_planning,ライフプランニングの考え方,ライフプランニングは結婚や住宅購入、老後など将来のイベントに必要な費用を見通し、計画的に備える考え方です。このレッスンでは短期・中期・長期に分けた資金計画や収入・支出の推移を整理。性別や働き方による影響も踏まえ、自分に合った将来設計を立てる重要性を学べます。,1,,,TRUE,TRUE,life_planning-1,
life_planning-2,life_planning,ライフイベントとかかる費用,結婚・出産・育児などのライフイベントには多額の費用が伴います。このレッスンでは、結婚式や新生活の初期費用、出産費用に加え、出産育児一時金・出産手当金・育児休業給付金などの制度も紹介。平均的な金額や利用条件を整理し、将来に向けて計画的に備える大切さを学べます。,2,,,TRUE,TRUE,life_planning-2,
life_planning-3,life_planning,4大支出,人生で特に大きな支出は住宅費・教育費・老後生活費・保険の4つです。このレッスンでは住宅購入や維持に必要な初期費用や税金、教育費の総額や支援制度を整理。学ぶことで、長期的な支出を見通し、早めに備える重要性を理解できます。,3,,,TRUE,FALSE,life_planning-3,
life_planning-4,life_planning,理想の人生を描き方,理想の人生を描くには、無意識の思い込み＝メンタルブロックを理解し克服することが大切です。このレッスンでは現状維持バイアスや損失回避など5つの心理的傾向を解説し、考え方を前向きに書き換える方法を紹介。小さな成功体験を積み、自分の理想に近づく行動を学べます。,4,,,TRUE,FALSE,life_planning-4,
real_estate-1,real_estate,不動産投資とは,不動産投資は賃料収入を得ながらローンを返済し、資産形成や節税、相続対策につながる手法です。このレッスンでは仕組みやワンルーム投資の例、空室リスクや修繕費などの注意点を整理。サラリーマンの信用力を活かせる特徴を学び、中長期で安定運用する重要性を理解できます。,1,,,TRUE,TRUE,real_estate-1,
real_estate-2,real_estate,レバレッジ効果について,不動産投資の魅力はレバレッジ効果を活用し、少ない資金で大きな資産を持てる点にあります。このレッスンでは融資による購入可能額の拡大や世帯年収評価の利点を解説。実例を通じて利回り向上の仕組みを学び、自己資金が少なくても投資チャンスを広げられる重要性を理解できます。,2,,,TRUE,TRUE,real_estate-2,
real_estate-3,real_estate,不動産投資のメリット,不動産投資は家賃収入だけが目的だと思っていませんか？将来の年金、家族に残す保障、インフレや税金…。人生の様々な課題に「不動産」という一つの答えで備える方法を解説します。あなたの資産戦略を根底から変える新しい視点です。,3,,,TRUE,FALSE,real_estate-3,
real_estate-4,real_estate,リスクと対策,不動産投資には空室・家賃下落・資産価値の下落・金利上昇などのリスクがあります。このレッスンではそれぞれのリスクを具体例で解説し、立地選びや管理会社活用、人気設備導入や金融機関選定などの対策を学ぶことで、安定運用を実現するポイントを理解できます。,4,,,TRUE,FALSE,real_estate-4,
real_estate-5,real_estate,不動産投資における出口戦略,35年のローンを35年かけて返済しますか？不動産投資の成果を最大化する鍵、「出口戦略」を学べば、もっと早くゴールに到達できます。物件の売却と保有を巧みに組み合わせ、不労所得へのロードマップを最短で描く方法を伝授します。,5,,,TRUE,FALSE,real_estate-5,
real_estate-6,real_estate,REITとは？,「不動産投資はお金持ちのもの」だと思っていませんか？実は数万円から、都心のオフィスビルや商業施設のオーナーに「間接的に」なれる方法があります。憧れの不動産投資への新しい扉を開く、REITの仕組みと魅力を分かりやすく解説します。,6,,,TRUE,FALSE,real_estate-6,
inheritance-1,inheritance,相続基礎,「いつか」必ず訪れる相続。その時、家族と揉めずに円満な話し合いができますか？相続の歴史から現代のルールまで、知っておくべき必須知識を凝縮しました。財産だけでなく、大切な家族の絆も守るための「心の準備」を始めましょう。,1,,,TRUE,TRUE,inheritance-1,
inheritance-2,inheritance,相続の方法と種類,遺言書、法律、それとも家族の話し合い？相続には、あなたの想いや家族の状況に合わせて選べる「３つの道」があります。それぞれの方法の種類とルールを知ることで、未来のトラブルを避け、円満な相続を実現するための羅針盤を手に入れましょう。,2,,,TRUE,FALSE,inheritance-2,
inheritance-3,inheritance,相続税について,「相続税」と聞くと、大きな負担を想像しませんか？実は、多くのご家庭が無関係かもしれません。まずは税金がかかるかの境界線を知り、さらに負担を大きく減らせる控除や特例を解説。漠然とした不安を、大切な資産を守るための知識に変えましょう。,3,,,TRUE,FALSE,inheritance-3,
inheritance-4,inheritance,贈与税と課税制度,大切な財産、どう家族に渡しますか？「毎年コツコツ」か「一度に大きく」か、贈与には２つの全く異なる制度があります。それぞれの仕組みと最近の改正点を押さえることで、あなたの家族に最適な未来の設計図を描くことができます。,4,,,TRUE,FALSE,inheritance-4,
hometown_tax-1,hometown_tax,ふるさと納税基礎編,返礼品がお得なだけじゃない、ふるさと納税の「本当の意味」を知っていますか？制度が生まれた背景や目的、そして意外と知らないお金の仕組みを解説。応援したい地域に貢献しながら、賢く税金の控除を受けるための第一歩を踏み出しましょう。,1,,,TRUE,FALSE,hometown_tax-1,
hometown_tax-2,hometown_tax,ふるさと納税実践編,ふるさと納税を「知っている」から「使いこなせる」へ！このレッスンでは、上限額の確認から返礼品選び、そして最も重要な税金手続きまで、失敗しないための全手順を３ステップで解説。もう迷わずに、制度のメリットを最大限に活用しましょう。,2,,,TRUE,FALSE,hometown_tax-2,
mileage_trip-1,mileage_trip,マイル活用 前編,マイルは出張が多い人だけのもの、と思っていませんか？実は、飛行機に乗らなくても、いつものお買い物を少し工夫するだけで夢の無料旅行は実現できます。あなたの日常を次の旅に変える、マイルの基本と賢い貯め方の第一歩を解説します。,1,,,TRUE,FALSE,mileage_trip-1,
mileage_trip-2,mileage_trip,マイル活用 後編,マイルを「貯める」から「賢く使う」まで、旅の達人へとステップアップ！日常のポイントをマイルに変える秘訣から、希望の航空券が取れない時の裏ワザまで、あなたのマイルを最大限に活かす具体的なテクニックを伝授します。,2,,,TRUE,FALSE,mileage_trip-2,
point_hacking-1,point_hacking,ポイ活 前編,毎日の支払いで自然にポイントを増やし、節約と楽しみを両立できるポイ活の仕組みを学びます。受講後は貯めたポイントを貯蓄や旅行へ活かし、無理なく継続できる仕組みと応用力を身につけ、家計に見える成果を積み重ねられる自分に変わります。,1,,,TRUE,FALSE,point_hacking-1,
point_hacking-2,point_hacking,ポイ活 後編,ポイ活で、いつもの生活を「お得」に変える具体的なテクニックを大公開します！ネットショッピングや日常のサービス利用で、無理なく賢くポイントを貯めるコツを伝授。あなたの毎日が、気づけばポイントの宝庫になっているかもしれません。,2,,,TRUE,FALSE,point_hacking-2,
ai-1,ai,AIとは,「AIは自分に関係ない」と思っていませんか？電気やインターネットのように、AIはもはや一部の人のものではなく、未来の「当たり前」です。漠然とした不安を、これからの時代を生き抜くための「最高の相棒」に変える、今こそ知るべきAIの第一歩。,1,,,TRUE,TRUE,ai-1,
