testId,questionId,key,label
mindset-7,q1,A,我慢や節約ばかりでネガティブなもの
mindset-7,q1,B,将来の夢や安心を叶えるポジティブなもの
mindset-7,q1,C,収入が多い人だけができるもの
mindset-7,q1,D,投資できない人のするもの
mindset-7,q1,E,友人との付き合いを減らして行うもの
mindset-7,q2,A,金額を多く設定すること
mindset-7,q2,B,目的を明確にすること
mindset-7,q2,C,友人と一緒に貯金すること
mindset-7,q2,D,最新の金融商品を調べること
mindset-7,q2,E,できるだけ節約し我慢すること
mindset-7,q3,A,1ヶ月分
mindset-7,q3,B,2ヶ月分
mindset-7,q3,C,3〜6ヶ月分
mindset-7,q3,D,12ヶ月分
mindset-7,q3,E,24ヶ月分
mindset-7,q4,A,現金を財布に多めに入れておく
mindset-7,q4,B,ボーナス時だけ貯金する
mindset-7,q4,C,貯金を先に確保し、口座を分け、引き出しにくい環境を作る
mindset-7,q4,D,収入が余った時だけ貯金する
mindset-7,q4,E,友人にお金を預けて管理してもらう
mindset-7,q5,A,金利が必ず上がる
mindset-7,q5,B,お金の流れがスッキリして管理しやすくなる
mindset-7,q5,C,税金を安くできる
mindset-7,q5,D,投資の利益が増える
mindset-7,q5,E,保険料が下がる
mindset-8,q1,A,100円
mindset-8,q1,B,500円
mindset-8,q1,C,1000円
mindset-8,q1,D,5000円
mindset-8,q1,E,1万円
mindset-8,q2,A,100円のお菓子が90円に下がる
mindset-8,q2,B,100円のお菓子が110円に上がる
mindset-8,q2,C,100円のお菓子が値段は同じで量が増える
mindset-8,q2,D,100円のお菓子が税金分だけ安くなる
mindset-8,q2,E,100円のお菓子が無料で配られる
mindset-8,q3,A,銀行が手数料を無料にしていたから
mindset-8,q3,B,預金金利が年8％あったから
mindset-8,q3,C,税金がかからなかったから
mindset-8,q3,D,物価が下がり続けていたから
mindset-8,q3,E,国から補助金が出ていたから
mindset-8,q4,A,お金を預かることと、税金を集めること
mindset-8,q4,B,お金を増やすことと、投資信託を販売すること
mindset-8,q4,C,お金を預かることと、お金を貸すこと
mindset-8,q4,D,お金を守ることと、株式を発行すること
mindset-8,q4,E,お金を分配することと、為替を操作すること
mindset-8,q5,A,銀行預金こそ最も効率的な資産形成方法である
mindset-8,q5,B,銀行に預けるのは危険なので避けるべきである
mindset-8,q5,C,銀行に任せるのは最適ではなく、自分でもお金を増やす術が必要である
mindset-8,q5,D,銀行預金をやめれば年金が増える
mindset-8,q5,E,銀行はもうすぐ金利を大幅に上げる予定である
mindset-9,q1,A,年収が高い人
mindset-9,q1,B,医師や社長など特定の職業に就いている人
mindset-9,q1,C,経済的な心配なく、理想の選択ができて時間の自由もある人
mindset-9,q1,D,預貯金が1億円以上ある人
mindset-9,q1,E,投資で大きな利益を出した人
mindset-9,q2,A,労働所得は不労収入、資産所得は給与収入
mindset-9,q2,B,労働所得は会社経営、資産所得はアルバイト収入
mindset-9,q2,C,労働所得は投資、不労所得は副業
mindset-9,q2,D,労働所得は自分の時間を使って得る収入、資産所得は資産や仕組みがお金を生み出す収入
mindset-9,q2,E,労働所得と資産所得は同じ意味である
mindset-9,q3,A,お金のために働く常識を守り続けること
mindset-9,q3,B,常に消費を優先すること
mindset-9,q3,C,貯金を生活費の全額に充てること
mindset-9,q3,D,お金の正しい知識を得ること
mindset-9,q3,E,ひたすら労働時間を増やすこと
mindset-9,q4,A,資産はほぼすべて国が保有している
mindset-9,q4,B,2割の人が2割の資産を持っている
mindset-9,q4,C,すべての人に資産が均等に分配されている
mindset-9,q4,D,8割の人が8割の資産を持っている
mindset-9,q4,E,選択肢5
mindset-9,q5,A,お金よりもまず仕事を最優先すべき
mindset-9,q5,B,お金はすべての問題を解決するので他は不要
mindset-9,q5,C,お金が全てではないが、幸福度に大きく関係するので先に攻略すること
mindset-9,q5,D,お金は幸福に関係しないので気にしなくてよい
mindset-9,q5,E,お金よりも人間関係だけを重視すべき
mindset-10,q1,A,お金を受け取る資格がなかったから
mindset-10,q1,B,正しい考え方や使い方を知らなかったから
mindset-10,q1,C,友人に騙されたから
mindset-10,q1,D,銀行口座を持っていなかったから
mindset-10,q1,E,：お金を持つことを拒否したから
mindset-10,q2,A,目的を持ってお金を使う
mindset-10,q2,B,自分の成長のために投資する
mindset-10,q2,C,ネガティブ思考や無計画な衝動買いが多い
mindset-10,q2,D,借金やローンをうまく活用する
mindset-10,q2,E,お金に可能性を感じている
mindset-10,q3,A,長期的な思考が多い
mindset-10,q3,B,生活費のために仕方なく働く
mindset-10,q3,C,お金を持つことを否定する
mindset-10,q3,D,短期的なご褒美を優先する
mindset-10,q3,E,常に効率だけを重視する
mindset-10,q4,A,卵が生まれたらすぐ食べる
mindset-10,q4,B,卵をひよこにして鶏になるまで待ち、その鶏が卵を産むのを待つ
mindset-10,q4,C,鶏を買って卵を食べる
mindset-10,q4,D,鶏を買わずに卵だけをもらう
mindset-10,q4,E,養鶏場を作って拡大する
mindset-10,q5,A,卵をすぐ食べてしまう
mindset-10,q5,B,鶏から卵を得るまで待つ
mindset-10,q5,C,卵をひよこにして鶏に育てる
mindset-10,q5,D,鶏を増やして養鶏場を作り仕組みを拡大する
mindset-10,q5,E,卵を持たずに他人に頼る
mindset-11,q1,A,投資
mindset-11,q1,B,消費
mindset-11,q1,C,浪費
mindset-11,q1,D,寄付
mindset-11,q1,E,生活費
mindset-11,q2,A,浪費は無駄なので必ず避けるべきである
mindset-11,q2,B,浪費はすべて悪いものと考えられる
mindset-11,q2,C,浪費は人生に彩りや楽しみをもたらす役割もある
mindset-11,q2,D,浪費は収入を増やす仕組みになる
mindset-11,q2,E,浪費はお金持ち脳にだけ必要である
mindset-11,q3,A,収入をすぐに支出に回す
mindset-11,q3,B,収入をまず負債の返済に使う
mindset-11,q3,C,収入をまず資産に変え、その利益で支出をまかなう
mindset-11,q3,D,収入を浪費に充てて楽しむ
mindset-11,q3,E,収入をすべて現金で保有する
mindset-11,q4,A,収入と支出の動き、および資産と負債の増減
mindset-11,q4,B,現金とカードの利用履歴
mindset-11,q4,C,貯金額と借金額
mindset-11,q4,D,日常支出と特別支出
mindset-11,q4,E,家計と企業の比較
mindset-11,q5,A,毎日収入を増やす方法を考える
mindset-11,q5,B,その日の支出を「投資・消費・浪費」に分けて振り返る
mindset-11,q5,C,すべての浪費を禁止する
mindset-11,q5,D,貯金を全額投資に回す
mindset-11,q5,E,支出を誰かに管理してもらう
mindset-12,q1,A,自分が働いて得る給与所得のこと
mindset-12,q1,B,自動的にお金が入ってくる仕組みのこと
mindset-12,q1,C,親からの仕送りのこと
mindset-12,q1,D,短期的に得られる副業収入のこと
mindset-12,q1,E,宝くじの当選金のこと
mindset-12,q2,A,貯める→増やす→使う→稼ぐ→守る
mindset-12,q2,B,稼ぐ→使う→貯める→守る→増やす
mindset-12,q2,C,稼ぐ→貯める→使う→守る→増やす
mindset-12,q2,D,使う→稼ぐ→増やす→貯める→守る
mindset-12,q2,E,守る→稼ぐ→貯める→増やす→使う
mindset-12,q3,A,稼ぐ力
mindset-12,q3,B,使う力
mindset-12,q3,C,貯める力
mindset-12,q3,D,守る力
mindset-12,q3,E,増やす力
mindset-12,q4,A,収入の全額を投資に回す
mindset-12,q4,B,収入の半分を貯金する
mindset-12,q4,C,収入の1/10を貯金する
mindset-12,q4,D,収入が増えるまで貯金はしない
mindset-12,q4,E,借金をしてでも投資をする
mindset-12,q5,A,お金のなる木が枯れる状態
mindset-12,q5,B,お金のために働く常識
mindset-12,q5,C,お金が自分のために働く常識
mindset-12,q5,D,資産を減らして生活する状態
mindset-12,q5,E,労働所得だけに依存する状態
finance_basics-1,q1,A,節約して交際費を削る習慣
finance_basics-1,q1,B,最新の金融ニュースを毎日確認する習慣
finance_basics-1,q1,C,先取り貯蓄の習慣
finance_basics-1,q1,D,一括投資をすぐに始める習慣
finance_basics-1,q1,E,借金をしてでも投資を増やす習慣
finance_basics-1,q2,A,仮想通貨
finance_basics-1,q2,B,投資信託
finance_basics-1,q2,C,FX（外国為替証拠金取引）
finance_basics-1,q2,D,先物取引
finance_basics-1,q2,E,個別株の短期売買
finance_basics-1,q3,A,積立に回せる金額、金融商品の質、積立年数
finance_basics-1,q3,B,投資信託の会社名、為替レート、世界情勢
finance_basics-1,q3,C,節約の度合い、貯金額、収入の増加
finance_basics-1,q3,D,投資家の人数、株式市場の規模、金利水準
finance_basics-1,q3,E,社会人経験年数、年齢、居住地
finance_basics-1,q4,A,5年以上
finance_basics-1,q4,B,10年以上
finance_basics-1,q4,C,15年以上
finance_basics-1,q4,D,20年以上
finance_basics-1,q4,E,25年以上
finance_basics-1,q5,A,インデックス投資
finance_basics-1,q5,B,ドルコスト平均法
finance_basics-1,q5,C,リバランス投資法
finance_basics-1,q5,D,逆張り投資
finance_basics-1,q5,E,成長株投資
finance_basics-2,q1,A,投資家が自分で直接株を売買する仕組み
finance_basics-2,q1,B,投資の専門家が分散投資を行い、その成果を投資家に分配する仕組み
finance_basics-2,q1,C,銀行が必ず利子を保証する仕組み
finance_basics-2,q1,D,国が管理して資金を運用する仕組み
finance_basics-2,q1,E,株式市場が自動的に配当を出す仕組み
finance_basics-2,q2,A,購入時手数料
finance_basics-2,q2,B,運用管理費用（信託報酬）
finance_basics-2,q2,C,信託財産留保額
finance_basics-2,q2,D,解約手数料
finance_basics-2,q2,E,口座管理料
finance_basics-2,q3,A,指数と同じ動きを目指すためコストが低い
finance_basics-2,q3,B,プロが銘柄を選んで積極的に運用する
finance_basics-2,q3,C,必ずインデックスを上回る成績を出す
finance_basics-2,q3,D,短期的な売買で利益を狙う
finance_basics-2,q3,E,国が保証してくれる
finance_basics-2,q4,A,指数に連動して運用する
finance_basics-2,q4,B,必ず損失が出ないように運用する
finance_basics-2,q4,C,専門家が分析して有望な銘柄を組み入れる
finance_basics-2,q4,D,短期的に取引せず長期に放置する
finance_basics-2,q4,E,国が運用成果を保証する
finance_basics-2,q5,A,単純な利益額の大きさを測る指標
finance_basics-2,q5,B,ファンドマネージャーの人気度を測る指標
finance_basics-2,q5,C,リターンを得るために取ったリスクを評価する指標
finance_basics-2,q5,D,資産の流動性を測る指標
finance_basics-2,q5,E,投資家の人数を表す指標
finance_basics-3,q1,A,円の価値が下がり、輸入品が高くなる状態
finance_basics-3,q1,B,円の価値が上がり、同じ外貨をより少ない円で買える状態
finance_basics-3,q1,C,外貨の価値が下がり、円が無価値になる状態
finance_basics-3,q1,D,円の供給量が減り、使えなくなる状態
finance_basics-3,q1,E,外国が円を買わなくなる状態
finance_basics-3,q2,A,TTR
finance_basics-3,q2,B,TTM
finance_basics-3,q2,C,TTS
finance_basics-3,q2,D,TTB
finance_basics-3,q2,E,FX
finance_basics-3,q3,A,為替手数料が高くなること
finance_basics-3,q3,B,為替の変動によって利益や損失が発生する可能性
finance_basics-3,q3,C,為替市場に参加できないこと
finance_basics-3,q3,D,為替取引が禁止されること
finance_basics-3,q3,E,為替証拠金が不足すること
finance_basics-3,q4,A,毎月の支払額が為替変動で変わる可能性がある
finance_basics-3,q4,B,為替レートが常に固定されている
finance_basics-3,q4,C,支払いは必ず円建てで一定額になる
finance_basics-3,q4,D,外貨建てでは手数料がかからない
finance_basics-3,q4,E,為替リスクは全く存在しない
finance_basics-3,q5,A,円だけで資産を持つ
finance_basics-3,q5,B,ドルだけで資産を持つ
finance_basics-3,q5,C,通貨を分散して資産を持つ
finance_basics-3,q5,D,外貨建て商品の契約を避ける
finance_basics-3,q5,E,短期的な為替差益を狙う
finance_basics-4,q1,A,モノやサービスの値段が下がること
finance_basics-4,q1,B,モノやサービスの値段が上がること
finance_basics-4,q1,C,円の価値が必ず上がること
finance_basics-4,q1,D,景気が悪化して失業率が増えること
finance_basics-4,q1,E,税金が増えること
finance_basics-4,q2,A,2％
finance_basics-4,q2,B,5％
finance_basics-4,q2,C,10％
finance_basics-4,q2,D,15％
finance_basics-4,q2,E,20％
finance_basics-4,q3,A,デマンドプル型インフレ
finance_basics-4,q3,B,コストプッシュ型インフレ
finance_basics-4,q3,C,ハイパーインフレ
finance_basics-4,q3,D,デフレ
finance_basics-4,q3,E,スタグフレーション
finance_basics-4,q4,A,輸入品が安くなる
finance_basics-4,q4,B,輸入品が高くなる
finance_basics-4,q4,C,輸出品の価格が必ず下がる
finance_basics-4,q4,D,国内の物価が下がる
finance_basics-4,q4,E,円の価値が上がる
finance_basics-4,q5,A,2000万円あれば必ず安心できる
finance_basics-4,q5,B,2000万円ではなく3000万円必要になる
finance_basics-4,q5,C,2000万円分の価値を将来に準備することが大切である
finance_basics-4,q5,D,2000万円はインフレの影響を受けない
finance_basics-4,q5,E,2000万円は国が保証してくれる
nisa-1,q1,A,国が用意した少額投資のための非課税制度
nisa-1,q1,B,銀行が保証する定期預金制度
nisa-1,q1,C,投資で必ず利益が出る仕組み
nisa-1,q1,D,企業が従業員に配布する株式制度
nisa-1,q1,E,株式市場の取引ルール
nisa-1,q2,A,120万円
nisa-1,q2,B,240万円
nisa-1,q2,C,360万円
nisa-1,q2,D,600万円
nisa-1,q2,E,1800万円
nisa-1,q3,A,積立投資と成長投資
nisa-1,q3,B,積立投資とジュニアNISA
nisa-1,q3,C,一般NISAとジュニアNISA
nisa-1,q3,D,株式投資と定期預金
nisa-1,q3,E,外貨預金と投資信託
nisa-1,q4,A,短期的な結果を優先すること
nisa-1,q4,B,人気の商品を真似して買うこと
nisa-1,q4,C,自分に合った投資スタイルを選ぶこと
nisa-1,q4,D,手数料が安い商品だけを買うこと
nisa-1,q4,E,必ず株式だけを選ぶこと
nisa-1,q5,A,国が自動的に選んでくれる
nisa-1,q5,B,銀行が必ず選んでくれる
nisa-1,q5,C,自分で投資信託や株式を選ぶ
nisa-1,q5,D,証券会社が必ず推奨してくれる
nisa-1,q5,E,人気ランキングで自動的に決まる
nisa-2,q1,A,一般NISAと積立NISA
nisa-2,q1,B,積立NISAと成長投資枠
nisa-2,q1,C,成長投資枠とジュニアNISA
nisa-2,q1,D,つみたてNISAとiDeCo
nisa-2,q1,E,NISAと401k
nisa-2,q2,A,積立投資枠と成長投資枠
nisa-2,q2,B,一般NISAと積立NISA
nisa-2,q2,C,積立NISAとジュニアNISA
nisa-2,q2,D,株式枠と定期預金枠
nisa-2,q2,E,外貨枠と不動産枠
nisa-2,q3,A,日本株中心で構成されている
nisa-2,q3,B,債券やREITが多く含まれている
nisa-2,q3,C,中身の多くが米国株式で構成されている
nisa-2,q3,D,為替リスクが存在しない
nisa-2,q3,E,必ず分散投資になっている
nisa-2,q4,A,安い商品は必ず元本割れするから
nisa-2,q4,B,利回りが低ければ長期的に資産が増えにくいから
nisa-2,q4,C,非課税効果がなくなるから
nisa-2,q4,D,投資信託を選べなくなるから
nisa-2,q4,E,証券会社の口座開設ができなくなるから
nisa-2,q5,A,人気の株式ファンドを複数保有すれば十分である
nisa-2,q5,B,米国株インデックスを3本に分ければ分散になる
nisa-2,q5,C,円建て資産だけに絞れば為替リスクがなく最適である
nisa-2,q5,D,株式だけでなく債券・現金・REITなど異なる資産にも広げる
nisa-2,q5,E,個別株に集中した方が長期では有利である
nisa-3,q1,A,非課税口座開設者死亡届
nisa-3,q1,B,休眠資産移管届
nisa-3,q1,C,財産分与届
nisa-3,q1,D,破産手続開始通知
nisa-3,q1,E,配偶者控除申請書
nisa-3,q2,A,相続人のNISA口座に移せる
nisa-3,q2,B,国がすべて回収する
nisa-3,q2,C,相続人の特定口座や一般口座に移管される
nisa-3,q2,D,売却せずに非課税で保有できる
nisa-3,q2,E,自動的に現金化される
nisa-3,q3,A,現物分割
nisa-3,q3,B,代償分割
nisa-3,q3,C,換価分割
nisa-3,q3,D,贈与分割
nisa-3,q3,E,相続分割
nisa-3,q4,A,現物分割
nisa-3,q4,B,代償分割
nisa-3,q4,C,換価分割
nisa-3,q4,D,譲渡分割
nisa-3,q4,E,交換分割
nisa-3,q5,A,非課税なので守られる
nisa-3,q5,B,国に没収される
nisa-3,q5,C,差し押さえの対象となり、売却して返済に充てられる
nisa-3,q5,D,自動的に家族に移管される
nisa-3,q5,E,永久に口座に残される
ideco-1,q1,A,国民年金や厚生年金に代わる公的年金制度
ideco-1,q1,B,国民年金や厚生年金に上乗せできる私的年金制度
ideco-1,q1,C,必ず元本保証される貯金制度
ideco-1,q1,D,60歳未満でも自由に引き出せる制度
ideco-1,q1,E,外国人のみが利用できる制度
ideco-1,q2,A,掛け金が全額所得控除になり、節税につながる
ideco-1,q2,B,必ず年利5％で運用できる
ideco-1,q2,C,途中で自由に引き出せる
ideco-1,q2,D,掛け金を使って住宅ローンを返済できる
ideco-1,q2,E,受け取り時に必ず非課税になる
ideco-1,q3,A,途中で自由に解約できる
ideco-1,q3,B,最低でも60歳になるまで取り崩せない
ideco-1,q3,C,運用益は必ず課税される
ideco-1,q3,D,元本割れのリスクは全くない
ideco-1,q3,E,受け取り時に税金がかからない
ideco-1,q4,A,国の制度なので損失は発生しない
ideco-1,q4,B,必ず元本が保証される
ideco-1,q4,C,物価上昇に追いつけないリスクや元本割れの可能性がある
ideco-1,q4,D,利回りは必ず年10％になる
ideco-1,q4,E,株式しか選べない
ideco-1,q5,A,必ず非課税で受け取れる
ideco-1,q5,B,退職金や公的年金と控除枠が共通である
ideco-1,q5,C,退職金とは完全に別枠で控除がある
ideco-1,q5,D,現金一括受け取りしかできない
ideco-1,q5,E,70歳未満では受け取れない
ideco-2,q1,A,掛け金上限が低いため節税効果は小さい
ideco-2,q1,B,厚生年金に上乗せできるため節税効果はない
ideco-2,q1,C,掛け金上限が高く、所得控除を多く受けられる
ideco-2,q1,D,掛け金は所得控除にならない
ideco-2,q1,E,受け取り時に必ず税金がかかる
ideco-2,q2,A,いつでも引き出せるため流動性が高すぎる
ideco-2,q2,B,60歳まで引き出せず、流動性に欠ける
ideco-2,q2,C,元本保証がなく必ず損をする
ideco-2,q2,D,掛け金が所得控除にならない
ideco-2,q2,E,退職金と控除枠が重なる
ideco-2,q3,A,老後の備えとして十分に意味がある
ideco-2,q3,B,所得控除が大きいので節税効果が絶大である
ideco-2,q3,C,厚生年金があるため不要である
ideco-2,q3,D,受け取り時に必ず課税されるため不利である
ideco-2,q3,E,投資できる商品が限られているため不向きである
ideco-2,q4,A,課税所得がないため掛け金の所得控除が使えない
ideco-2,q4,B,受け取り時に必ず税金が重くなる
ideco-2,q4,C,元本保証が義務づけられている
ideco-2,q4,D,会社が必ず掛け金を出してくれる
ideco-2,q4,E,退職金が増える仕組みになっている
ideco-2,q5,A,元本保証の有無
ideco-2,q5,B,口座管理手数料などのコスト負担
ideco-2,q5,C,必ず株式を買わなければならないか
ideco-2,q5,D,退職金と控除枠の兼ね合い
ideco-2,q5,E,受け取り時に課税される通貨
social_security-1,q1,A,食費などの変動費
social_security-1,q1,B,交際費
social_security-1,q1,C,固定費
social_security-1,q1,D,臨時出費
social_security-1,q1,E,嗜好品への支出
social_security-1,q2,A,約60%
social_security-1,q2,B,70%未満
social_security-1,q2,C,80%以上
social_security-1,q2,D,90%以上
social_security-1,q2,E,50%程度
social_security-1,q3,A,360万円
social_security-1,q3,B,480万円
social_security-1,q3,C,600万円
social_security-1,q3,D,720万円
social_security-1,q3,E,900万円
social_security-1,q4,A,保障だけに特化している
social_security-1,q4,B,投資・貯蓄・保障が一体化している
social_security-1,q4,C,掛け捨て型でシンプルな仕組み
social_security-1,q4,D,公的保険のみを利用している
social_security-1,q4,E,短期契約のみを扱っている
social_security-1,q5,A,保険料が年々安くなるから
social_security-1,q5,B,国の保険制度をよく知らないから
social_security-1,q5,C,すべての病気を100%保障するから
social_security-1,q5,D,海外保険と比較して優れているから
social_security-1,q5,E,SNSで人気があるから
social_security-2,q1,A,保険料と税金
social_security-2,q1,B,寄付金と積立金
social_security-2,q1,C,保険料のみ
social_security-2,q1,D,税金のみ
social_security-2,q1,E,企業からの拠出金のみ
social_security-2,q2,A,完全自助の仕組み
social_security-2,q2,B,国家がすべて負担する仕組み
social_security-2,q2,C,相互扶助の仕組み
social_security-2,q2,D,個人投資による仕組み
social_security-2,q2,E,企業のみが負担する仕組み
social_security-2,q3,A,社会保険
social_security-2,q3,B,社会福祉
social_security-2,q3,C,公的扶助
social_security-2,q3,D,保健医療・公衆衛生
social_security-2,q3,E,個人年金制度
social_security-2,q4,A,医療保険・年金保険・介護保険・雇用保険・労災保険
social_security-2,q4,B,医療保険・厚生年金・積立年金・失業保険・介護保険
social_security-2,q4,C,健康保険・国民年金・個人年金・雇用保険・労災保険
social_security-2,q4,D,医療保険・年金保険・貯蓄保険・雇用保険・労災保険
social_security-2,q4,E,年金保険・失業保険・介護保険・障害保険・医療保険
social_security-2,q5,A,医療保険
social_security-2,q5,B,年金保険
